FurID,ZeroTo30,ThirtyOneToSixty,SixtyOneToNinety,NinetyOneToOneTwenty,OneTwentyOneToOneEighty,MoreThanOneEighty
FUR15325397968,0.0,0.0,0.0,0.0,0.0,25011.28
FUR15326292081,6960.82,0.0,0.0,0.0,0.0,0.0
FUR15328185691,0.0,0.0,0.0,0.0,0.0,102451.14000000001
FUR15330484270,0.0,0.0,0.0,8590.4,17180.8,30430.4
FUR15330614572,0.0,0.0,0.0,15101.64,15101.64,0.0
FUR15333971643,0.0,0.0,0.0,0.0,0.0,19650.0
FUR15341653690,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15343253802,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15345863857,9909.64,5374.719999999999,3810.579999999998,0.0,0.0,0.0
FUR15346576763,0.0,118.0,0.0,0.0,0.0,0.0
FUR15347980630,0.0,0.0,0.0,0.0,0.0,875.5
FUR15354421054,0.0,20882.46,0.0,0.0,0.0,0.0
FUR15354493763,0.0,0.0,0.0,0.0,0.0,6252.82
FUR15355291283,0.0,0.0,0.0,0.0,0.0,32563.28
FUR15355734989,0.0,0.0,0.0,0.0,6565.5199999999995,5940.119999999999
FUR15359525134,0.0,0.0,0.0,0.0,0.0,4128.82
FUR15359966669,6370.82,0.0,0.0,0.0,0.0,0.0
FUR15363034181,0.0,0.0,0.0,0.0,0.0,28989.5
FUR15363160637,0.0,0.0,0.0,0.0,0.0,4193.393333
FUR15364160509,0.0,0.0,0.0,0.0,8140.82,16281.64
FUR15369890656,0.0,0.0,0.0,0.0,0.0,2069.1
FUR15371143057,0.0,0.0,0.0,0.0,0.0,13095.0
FUR15372072902,7882.4,0.0,0.0,0.0,0.0,0.0
FUR15373677295,0.0,0.0,0.0,5973.44,0.0,0.0
FUR15380565492,0.0,0.0,0.0,0.0,0.0,16515.28
FUR15381239296,0.0,0.0,7729.0,7729.0,15458.0,7296.330000000002
FUR15389347758,4954.82,0.0,0.0,0.0,0.0,0.0
FUR15390151590,0.0,0.0,0.0,0.0,0.0,24774.1
FUR15393571929,0.0,0.0,0.0,0.0,0.0,24422.46
FUR15399338804,4128.82,0.0,0.0,0.0,0.0,0.0
FUR15400961285,0.0,0.0,0.0,0.0,8140.82,32563.28
FUR15402033192,0.0,0.0,0.0,0.0,0.0,25011.28
FUR15402850975,0.0,0.0,0.0,0.0,0.0,12505.64
FUR15403849100,0.0,0.0,0.0,0.0,0.0,6549.999997
FUR15404792622,0.0,0.0,0.0,0.0,0.0,21706.13333
FUR15408774312,4864.3,0.0,0.0,0.0,0.0,0.0
FUR15410677733,0.0,0.0,0.0,0.0,0.0,19558.5
FUR15411423702,13331.74,0.0,0.0,0.0,0.0,0.0
FUR15413838185,0.0,0.0,0.0,4707.02,0.0,0.0
FUR15420969033,0.0,0.0,0.0,0.0,6212.7,22007.7
FUR15426594557,0.0,0.0,0.0,0.0,0.0,17180.8
FUR15431216258,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15431562120,7326.62,0.0,0.0,0.0,0.0,0.0
FUR15431692054,0.0,0.0,0.0,7729.0,0.0,0.0
FUR15437655839,0.0,0.0,0.0,0.0,8140.82,8140.82
FUR15443224112,6960.83,0.0,0.0,0.0,0.0,0.0
FUR15445376736,0.0,0.0,0.0,0.0,0.0,7550.82
FUR15447913078,6370.82,0.0,0.0,0.0,0.0,0.0
FUR15455668915,0.0,0.0,0.0,0.0,9316.08,0.0
FUR15457263003,0.0,0.0,0.0,0.0,0.0,1174.9
FUR15458216380,0.0,0.0,6252.82,6252.82,0.0,0.0
FUR15460221673,0.0,0.0,0.0,0.0,0.0,9909.64
FUR15467673314,0.0,0.0,0.0,0.0,0.0,21840.0
FUR15467857386,0.0,0.0,0.0,0.0,0.0,7096.52
FUR15473765482,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15474013788,0.0,0.0,0.0,7176.71,0.0,0.0
FUR15479722440,0.0,0.0,0.0,0.0,0.0,6960.82
FUR15483293199,0.0,0.0,0.0,0.0,0.0,29977.9
FUR15485111687,0.0,0.0,0.0,0.0,4954.82,0.0
FUR15485236343,0.0,0.0,0.0,0.0,0.0,34804.1
FUR15487427985,0.0,0.0,0.0,0.0,7882.4,0.0
FUR15491737182,7078.82,0.0,0.0,0.0,0.0,0.0
FUR15492244100,0.0,0.0,0.0,0.0,0.0,6252.82
FUR15498295347,0.0,0.0,0.0,0.0,3501.44,0.0
FUR15498942539,0.0,0.0,0.0,9316.1,18632.2,16044.35
FUR15511792686,4128.82,0.0,0.0,0.0,0.0,0.0
FUR15513440624,0.0,0.0,0.0,6960.82,0.0,15337.64
FUR15516212495,0.0,0.0,0.0,5194.156667,0.0,0.0
FUR15518842180,0.0,0.0,4954.82,4954.82,4954.819999999999,0.0
FUR15522366636,118.0,0.0,0.0,0.0,0.0,0.0
FUR15533575936,0.0,9909.64,0.0,0.0,0.0,0.0
FUR15539420362,10836.12,2760.790000000001,0.0,0.0,0.0,0.0
FUR15543899470,15101.64,8830.619999999999,6271.02,0.0,0.0,0.0
FUR15545134784,0.0,0.0,0.0,0.0,0.0,5986.4
FUR15555256655,0.0,0.0,0.0,4954.82,9909.64,9909.64
FUR15557889425,0.0,0.0,6252.82,0.0,0.0,0.0
FUR15560847323,0.0,0.0,0.0,0.0,4954.82,9909.64
FUR15568857661,0.0,0.0,0.0,0.0,0.0,4128.82
FUR15570345970,0.0,0.0,0.0,0.0,6960.82,13921.64
FUR15571325570,0.0,0.0,0.0,5251.09,0.0,0.0
FUR15572098630,0.0,0.0,9316.1,0.0,9316.1,0.0
FUR15572169649,0.0,0.0,0.0,0.0,0.0,7812.78
FUR15573229344,0.0,0.0,0.0,0.0,0.0,14864.46
FUR15575645454,0.0,0.0,1239.0,0.0,0.0,0.0
FUR15578353130,0.0,0.0,0.0,0.0,17180.8,4678.0533300000025
FUR15582677658,0.0,0.0,0.0,6252.82,6252.82,0.0
FUR15586265102,0.0,0.0,0.0,0.0,6960.82,34804.1
FUR15587162074,0.0,0.0,0.0,0.0,0.0,431.88
FUR15588746762,17180.68667,0.0,0.0,0.0,0.0,0.0
FUR15588759885,0.0,0.0,0.0,0.0,6960.82,13921.64
FUR15590618772,0.0,0.0,0.0,0.0,0.0,17461.64
FUR15597227588,0.0,0.0,0.0,0.0,6252.82,6252.8200000000015
FUR15597537878,0.0,0.0,6603.28,0.0,0.0,0.0
FUR15602117337,0.0,2867.633333,0.0,0.0,0.0,0.0
FUR15605354788,0.0,0.0,0.0,0.0,8590.4,21840.0
FUR15608374345,16281.64,1.8189894035458565e-12,0.0,0.0,0.0,0.0
FUR15609790567,0.0,0.0,8140.82,0.0,0.0,0.0
FUR15611779007,0.0,0.0,6960.82,0.0,0.0,0.0
FUR15614370104,0.0,0.0,0.0,0.0,0.0,27843.28
FUR15614567663,8257.64,0.010000000000218279,0.0,0.0,0.0,0.0
FUR15614877157,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15615254704,0.0,0.0,0.0,5147.16,0.0,0.0
FUR15615334669,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15618135947,13921.64,7550.73,6960.82,6960.82,13108.720000000008,0.0
FUR15619670359,4707.02,0.0,0.0,0.0,0.0,0.0
FUR15621874977,6252.82,0.0,0.0,0.0,0.0,0.0
FUR15623948086,4128.82,0.010000000000218279,0.0,0.0,0.0,0.0
FUR15624948818,3778.93,0.0,0.0,0.0,0.0,0.0
FUR15629313407,0.0,0.0,0.0,0.0,0.0,21840.0
FUR15629343889,0.0,0.0,0.0,10838.3,10838.3,7741.100000000002
FUR15629914370,0.0,0.0,0.0,0.0,0.0,8140.82
FUR15630414719,0.0,0.0,0.0,4954.82,9909.64,4954.82
FUR15631695079,6960.82,13921.64,0.0,0.0,0.0,0.0
FUR15638110299,0.0,0.0,0.0,9909.64,0.0,0.0
FUR15639860390,8140.82,0.0,0.0,0.0,0.0,0.0
FUR15640465673,0.0,0.0,0.0,0.0,0.0,16281.64
FUR15642964743,0.0,0.0,0.0,0.0,6960.82,13921.64
FUR15643759643,0.0,0.0,0.0,0.0,0.0,8398.0
FUR15643997634,6252.819999999999,0.0,0.0,0.0,0.0,0.0
FUR15644664241,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15646882167,0.0,0.0,0.0,247.8,14616.66,0.0
FUR15649473811,16281.64,8830.72,8140.82,8140.82,6761.019999999997,0.0
FUR15650611339,4039.32,0.0,0.0,0.0,0.0,0.0
FUR15650828565,13921.64,0.0,0.0,0.0,0.0,0.0
FUR15657198414,8140.82,0.0,0.0,0.0,0.0,0.0
FUR15665589620,0.0,0.0,0.0,0.0,13921.64,27843.28
FUR15669012450,0.0,0.0,0.0,0.0,0.0,30444.06667
FUR15679627377,0.0,0.0,0.0,0.0,6873.5,6873.5
FUR15680543429,0.0,0.0,0.0,0.0,4128.82,4128.82
FUR15689720945,5347.68,0.0,0.0,0.0,0.0,0.0
FUR15697667422,0.0,0.0,0.0,0.0,8257.64,29251.64
FUR15700390853,9661.84,0.0,0.0,0.0,0.0,0.0
FUR15710756557,0.0,0.0,0.0,14156.46,9437.64,24520.4
FUR15712523707,0.0,0.0,0.0,0.0,12505.64,12505.64
FUR15712878453,0.0,0.0,0.0,0.0,16259.22,7727.8733299999985
FUR15714116160,6960.82,0.0,0.0,0.0,0.0,0.0
FUR15715692539,14901.84,0.0,0.0,0.0,0.0,0.0
FUR15719526162,6960.82,0.0,0.0,0.0,0.0,0.0
FUR15719751383,118.0,0.0,0.0,0.0,0.0,0.0
FUR15722335497,0.0,0.0,0.0,0.0,6252.82,0.0
FUR15722493384,0.0,0.0,0.0,0.0,0.0,27555.0
FUR15723682869,0.0,0.0,0.0,0.0,0.0,2811.473333
FUR15727119097,8140.82,0.0,0.0,0.0,0.0,0.0
FUR15740123675,8257.64,4128.83,0.0,0.0,0.0,0.0
FUR15742427525,0.0,0.0,0.0,0.0,0.0,21840.0
FUR15743374407,4230.48,0.0,0.0,0.0,0.0,0.0
FUR15748439307,0.0,0.0,0.0,0.0,0.0,21840.0
FUR15755229440,0.0,0.0,0.0,0.0,0.0,10838.3
FUR15756536710,0.0,0.0,0.0,0.0,0.0,6252.820000000001
FUR15768333301,0.0,0.0,0.0,0.0,0.0,1833.0
FUR15770796280,6873.5,0.0,0.0,0.0,0.0,0.0
FUR15785962393,0.0,0.0,0.0,0.0,4954.82,0.0
FUR15786677806,0.0,0.0,0.0,6960.82,6960.82,0.0
FUR15787640121,0.0,0.0,0.0,569.94,7570.879999999999,0.0
FUR15789386983,0.0,0.0,0.0,0.0,0.0,13921.640000000001
FUR15790272254,0.0,0.0,0.0,0.0,4954.82,0.0
FUR15791112869,0.0,0.0,0.0,5565.563333,0.0,0.0
FUR15796273108,4188.0,0.0,0.0,0.0,0.0,0.0
FUR15797110752,0.0,0.0,0.0,0.0,18632.2,18632.189999999995
FUR15803914342,0.0,0.0,8317.82,8317.82,6673.299999999999,0.0
FUR15805516162,0.0,0.0,0.0,0.0,8140.82,0.0
FUR15805697391,0.0,0.0,0.0,0.0,0.0,1483.26
FUR15806421536,7558.93,0.0,0.0,0.0,0.0,0.0
FUR15806620828,0.0,0.0,0.0,0.0,10838.3,0.0
FUR15808994035,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15819320490,0.0,0.0,0.0,0.0,0.0,15101.64
FUR15819359430,0.0,0.0,0.0,0.0,0.0,22652.46
FUR15826810153,0.0,0.0,0.0,0.0,0.0,20882.46
FUR15827391817,0.0,0.0,0.0,0.0,0.0,880.2666667
FUR15829716282,0.0,0.0,0.0,0.0,4954.82,9909.64
FUR15831398739,17180.8,7409.220000000001,0.0,0.0,0.0,0.0
FUR15832713007,9445.783333,0.0,0.0,0.0,0.0,0.0
FUR15833196574,0.0,0.0,0.0,0.0,0.0,6252.82
FUR15834156376,0.0,0.0,0.0,0.0,0.0,9909.64
FUR15834699456,0.0,0.0,6252.82,0.0,0.0,0.0
FUR15836646240,0.0,0.0,0.0,0.0,0.0,853.66
FUR15837249542,0.0,0.0,6252.82,0.0,0.0,0.0
FUR15843248138,0.0,0.0,0.0,0.0,0.0,9316.1
FUR15843322476,0.0,0.0,0.0,0.0,0.0,4128.82
FUR15846073928,0.0,0.0,1652.606667,0.0,0.0,0.0
FUR15846994930,9084.82,0.0,0.0,0.0,0.0,0.0
FUR15917793524,0.0,0.0,0.0,0.0,0.0,27555.0
FUR15918610917,0.0,0.0,0.0,0.0,0.0,6960.82
FUR15918934019,0.0,0.0,0.0,0.0,13747.0,0.0
FUR15927132111,7326.62,0.0,0.0,0.0,0.0,0.0
FUR15929147572,0.0,0.0,0.0,0.0,0.0,8140.82
FUR15931080267,8257.64,4128.82,4478.73,4128.82,3429.0200000000004,0.0
FUR15932626347,8140.82,0.0,0.0,0.0,0.0,0.0
FUR15933696388,0.0,0.0,0.0,0.0,0.0,4954.82
FUR15933744470,0.0,0.0,0.0,0.0,0.0,32563.28
FUR15948376898,13921.64,6960.830000000002,0.0,0.0,0.0,0.0
FUR15953246586,0.0,0.0,0.0,8590.4,7176.700000000001,0.0
FUR15959512067,6873.5,0.0,0.0,0.0,0.0,0.0
FUR15963052849,0.0,0.0,0.0,0.0,6960.82,34804.1
FUR15964375273,0.0,0.0,0.0,0.0,0.0,10307.3
FUR15966347302,0.0,0.0,0.0,0.0,0.0,10497.0
FUR15972589171,4230.48,0.0,0.0,0.0,0.0,0.0
FUR15980711113,0.0,0.0,0.0,0.0,0.0,3509.64
FUR15981887028,0.0,0.0,0.0,0.0,20882.46,6960.82
FUR15982558821,5722.92,0.0,0.0,0.0,0.0,0.0
FUR15988632844,0.0,0.0,0.0,0.0,0.0,7728.88
FUR15991736000,0.0,0.0,0.0,0.0,6960.82,3307.5
FUR15992095489,0.0,0.0,0.0,6252.82,0.0,0.0
FUR15995964905,0.0,0.0,0.0,0.0,0.0,21840.0
FUR15998199682,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16002683382,0.0,0.0,0.0,0.0,6212.7,5661.51667
FUR16012236270,8090.5,0.0,0.0,0.0,0.0,0.0
FUR16013329941,5418.13,1611.0599999999995,0.0,0.0,0.0,0.0
FUR16022341949,0.0,0.0,0.0,0.0,7729.0,15458.0
FUR16022693631,0.0,0.0,0.0,0.0,0.0,9909.64
FUR16023048308,0.0,0.0,0.0,0.0,0.0,8257.64
FUR16023224457,5781.02,0.0,0.0,0.0,0.0,0.0
FUR16030744435,11229.96,0.0,0.0,0.0,0.0,0.0
FUR16034629654,0.0,0.0,8140.82,8140.82,8140.82,0.0
FUR16036459502,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16040829489,0.0,0.0,0.0,0.0,0.0,28880.14
FUR16043838318,0.0,0.0,0.0,0.0,6960.82,34804.1
FUR16044227366,0.0,0.0,0.0,0.0,0.0,6960.82
FUR16046441477,0.0,0.0,0.0,0.0,0.0,24015.0
FUR16048386504,0.0,0.0,0.0,0.0,0.0,13921.64
FUR16059251399,9909.64,4954.82,0.0,0.0,0.0,0.0
FUR16060440724,0.0,0.0,0.0,0.0,0.0,5299.0
FUR16068421252,0.0,0.0,0.0,0.0,0.0,1795.96
FUR16073376296,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16074239113,0.0,0.0,0.0,0.0,0.0,9909.64
FUR16075041277,16281.64,8140.82,0.0,0.0,0.0,0.0
FUR16075049978,0.0,0.0,0.0,0.0,1449.18,0.0
FUR16078775262,0.0,0.0,0.0,0.0,0.0,17097.0
FUR16079488763,7550.73,13331.75,0.0,0.0,0.0,0.0
FUR16080934356,0.0,0.0,0.0,0.0,0.0,424.75
FUR16081439781,5202.62,4707.0199999999995,0.0,0.0,0.0,0.0
FUR16082735287,0.0,0.0,0.0,0.0,0.0,694.44
FUR16083954751,0.0,0.0,0.0,0.0,0.0,4413.27
FUR16089017732,0.0,0.0,8140.82,0.0,16281.64,0.0
FUR16091468916,0.0,0.0,0.0,0.0,0.0,4199.0
FUR16095217338,0.0,0.0,0.0,0.0,0.0,21840.0
FUR16097391446,0.0,4954.82,0.0,0.0,0.0,0.0
FUR16098219206,0.0,0.0,0.0,0.0,8140.82,0.0
FUR16100767659,0.0,0.0,4954.82,0.0,4954.82,29728.92
FUR16100813943,0.0,0.0,6252.82,6252.82,0.0,0.0
FUR16100997209,4954.82,0.0,0.0,0.0,0.0,0.0
FUR16101892317,0.0,13921.64,6960.82,6960.82,0.0,0.0
FUR16102160715,0.0,0.0,0.0,0.0,0.0,1281.07
FUR16104670578,0.0,0.0,0.0,0.0,0.0,27843.28
FUR16105193014,0.0,0.0,0.0,0.0,0.0,6212.7
FUR16112298004,0.0,0.0,0.0,0.0,13921.64,0.0
FUR16114810211,0.0,0.0,0.0,0.0,5573.14,0.0
FUR16116457801,7450.92,0.0,0.0,0.0,0.0,0.0
FUR16116785838,6960.84,0.0,0.0,0.0,0.0,0.0
FUR16119258629,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16121666409,0.0,0.0,7729.0,7729.0,7729.0,7424.560000000001
FUR16123586365,0.0,0.0,310.54,0.0,0.0,0.0
FUR16123795644,7550.82,0.0,0.0,0.0,0.0,0.0
FUR16125039415,0.0,0.0,0.0,0.0,7522.5,0.0
FUR16126079738,0.0,0.0,4954.82,0.0,0.0,0.0
FUR16126295870,0.0,0.0,0.0,0.0,5974.33,0.0
FUR16127295417,0.0,0.0,4128.82,4128.82,4128.82,8257.64
FUR16127787629,0.0,0.0,0.0,0.0,0.0,25753.5
FUR16129763718,0.0,0.0,0.0,0.0,7729.0,14332.279999999999
FUR16136471601,0.0,0.0,6252.82,0.0,6252.82,16612.04
FUR16137571965,0.0,0.0,0.0,0.0,6960.82,0.0
FUR16142395269,8140.82,0.0,0.0,0.0,0.0,0.0
FUR16142420527,0.0,0.0,0.0,0.0,0.0,15790.0
FUR16142627364,0.0,0.0,0.0,0.0,20644.1,0.0
FUR16143188300,0.0,0.0,0.0,0.0,0.0,19819.28
FUR16143451238,0.0,0.0,0.0,0.0,4128.82,8257.64
FUR16150525816,0.0,0.0,0.0,0.0,0.0,6899.0
FUR16151076604,529.9,5722.92,0.0,0.0,0.0,0.0
FUR16151211894,0.0,0.0,0.0,0.0,0.0,6960.82
FUR16152832333,0.0,0.0,10838.3,0.0,0.0,40049.270000000004
FUR16156163631,0.0,0.0,9238.48,3926.7133300000005,0.0,0.0
FUR16156497148,6370.82,0.0,0.0,0.0,0.0,0.0
FUR16158215841,0.0,0.0,0.0,0.0,0.0,9909.64
FUR16158911757,0.0,0.0,0.0,0.0,6252.82,0.0
FUR16162256366,118.0,0.0,0.0,0.0,0.0,0.0
FUR16162643645,0.0,0.0,0.0,0.0,0.0,21840.0
FUR16168599419,2891.856667,0.0,0.0,0.0,0.0,0.0
FUR16171887444,6873.5,0.0,0.0,0.0,0.0,0.0
FUR16174317081,0.0,0.0,0.0,0.0,0.0,16491.4
FUR16175225162,12505.64,6252.82,6252.82,0.0,0.0,0.0
FUR16175877148,0.0,0.0,0.0,0.0,4954.82,19819.28
FUR16177417656,0.0,0.0,0.0,0.0,0.0,8140.82
FUR16178768145,0.0,0.0,0.0,0.0,0.0,22862.54
FUR16179067815,0.0,0.0,8140.82,0.0,0.0,0.0
FUR16179553867,0.0,0.0,0.0,0.0,0.0,2229.66
FUR16182126557,0.0,0.0,7729.0,7729.0,4580.740000000002,0.0
FUR16182459050,0.0,0.0,0.0,0.0,0.0,19819.28
FUR16183339448,636.02,1408.0600000000031,0.0,0.0,0.0,0.0
FUR16183525768,4287.12,0.0,0.0,0.0,0.0,0.0
FUR16186799107,12505.64,6252.82,6252.82,6065.200000000001,0.0,0.0
FUR16186887767,0.0,0.0,0.0,0.0,0.0,12386.46
FUR16187360606,0.0,0.0,0.0,0.0,0.0,15897.0
FUR16189891332,5781.02,0.0,0.0,0.0,0.0,0.0
FUR16195556607,8258.82,0.0,0.0,0.0,0.0,0.0
FUR16195986072,6873.5,0.0,0.0,0.0,0.0,0.0
FUR16198114270,0.0,0.0,0.0,0.0,0.0,21840.0
FUR16198882462,0.0,0.0,0.0,0.0,6873.5,13747.0
FUR16198938703,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16205839503,0.0,0.0,0.0,0.0,0.0,12859.82
FUR16207588906,0.0,0.0,0.0,0.0,0.0,21840.0
FUR16218369906,9909.64,5374.719999999999,4954.82,4954.82,4115.02,0.0
FUR16219660666,0.0,0.0,0.0,0.0,0.0,4954.82
FUR16225453064,0.0,0.0,0.0,0.0,0.0,9909.64
FUR16227566635,0.0,0.0,0.0,0.0,0.0,21840.0
