FurID,ZeroTo30,ThirtyOneToSixty,SixtyOneToNinety,NinetyOneToOneTwenty,OneTwentyOneToOneEighty,MoreThanOneEighty
FUR16326532925,0.0,0.0,0.0,0.0,0.0,823.0
FUR16326542367,0.0,0.0,0.0,0.0,0.0,825.99
FUR16326553005,0.0,0.0,0.0,0.0,0.0,1269.0
FUR16326569056,0.0,0.0,0.0,0.0,0.0,32817.0
FUR16326617002,0.0,0.0,0.0,0.0,0.0,3171.0
FUR16326655826,0.0,0.0,0.0,0.0,0.0,296.0
FUR16326713722,0.0,0.0,0.0,0.0,0.0,2892.0
FUR16326764858,0.0,0.0,0.0,0.0,0.0,13713.14
FUR16326765750,0.0,0.0,0.0,457.84,365.54,0.0
FUR16326868777,2689.33,0.0,0.0,0.0,0.0,0.0
FUR16326885763,0.0,0.0,0.0,0.0,0.0,207.0
FUR16326890329,0.0,0.0,0.0,0.0,0.0,1859.68
FUR16327133248,0.0,0.0,0.0,0.0,0.0,20332.58
FUR16327145408,0.0,0.0,0.0,0.0,0.0,929.38
FUR16327168738,0.0,0.0,0.0,0.0,0.0,14.54
FUR16327178743,0.0,0.0,0.0,0.0,0.0,1176.12
FUR16327270130,0.0,0.0,0.0,0.0,743.8100000000001,0.0
FUR16327278731,0.0,0.0,0.0,0.0,0.0,1908.0
FUR16327282271,0.0,0.0,0.0,0.0,0.0,1064.0
FUR16327288071,0.0,0.0,0.0,0.0,0.0,107.0
FUR16327290071,1963.342623,545.88,1009.62,1073.89,577.69,675.6473769999993
FUR16327312353,273.737377,351.98,316.8,290.0626229999999,0.0,0.0
FUR16327337738,0.0,0.0,0.0,882.67,0.0,0.0
FUR16327360672,0.0,0.0,0.0,0.0,0.0,3351.02
FUR16327371548,0.0,0.0,0.0,0.0,2048.42,14242.58
FUR16327386137,0.0,0.0,0.0,0.0,0.0,3105.0
FUR16327426254,0.0,0.0,0.0,0.0,0.0,3887.0
FUR16327460416,11622.05,0.0,0.0,0.0,0.0,0.0
FUR16327468235,0.0,0.0,0.0,0.0,0.0,151.0
FUR16327485736,0.0,0.0,0.0,1527.68,352.6,4483.1
FUR16327521312,0.0,0.0,0.0,0.0,0.0,1690.88
FUR16327544133,0.0,0.0,0.0,0.0,0.0,125.73
FUR16327545388,0.0,0.0,0.0,0.0,0.0,587.98
FUR16327560779,0.0,0.0,0.0,0.0,0.0,3377.0
FUR16327587266,974.78,0.0,0.0,0.0,0.0,0.0
FUR16327660848,0.0,0.0,0.0,0.0,0.0,37.34
FUR16327671460,0.0,0.0,0.0,0.0,0.0,2264.0
FUR16327676627,0.0,0.0,0.0,0.0,0.0,28.98
FUR16327689676,0.0,0.0,0.0,0.0,0.0,362.0
FUR16327768574,271.45,0.0,0.0,0.0,0.0,0.0
FUR16328020379,0.0,0.0,0.0,0.0,0.0,1759.62
FUR16328050159,56.54,0.0,0.0,0.0,0.0,0.0
FUR16328087502,0.0,0.0,0.0,0.0,0.0,774.0
FUR16328163468,0.0,0.0,0.0,0.0,0.0,1765.56
FUR16328165347,0.0,0.0,0.0,0.0,0.0,62.79
FUR16328167818,9540.8567209,2331.4432790999977,0.0,0.0,0.0,0.0
FUR16328197438,0.0,0.0,0.0,0.0,0.0,1116.12
FUR16328232807,0.0,0.0,0.0,0.0,0.0,210.0
FUR16328265796,0.0,0.0,0.0,0.0,0.0,883.0
FUR16328321213,0.0,0.0,0.0,0.0,0.0,1000.02
FUR16328331001,666.28,0.0,0.0,0.0,0.0,0.0
FUR16328333046,3072.8065573999997,2147.6,2233.5,2233.5,748.6534426000012,0.0
FUR16328334288,0.0,0.0,0.0,1176.46,1176.46,3529.5599999999995
FUR16328350097,72.6,0.0,0.0,0.0,0.0,0.0
FUR16328422809,0.0,0.0,0.0,0.0,0.0,922.0
FUR16328432129,3006.92,0.0,0.0,0.0,0.0,0.0
FUR16328436299,559.28,0.0,0.0,0.0,0.0,0.0
FUR16328446913,0.0,0.0,0.0,0.0,0.0,529.0
FUR16328455864,0.0,0.0,0.0,0.0,0.0,962.0
FUR16328477867,0.0,0.0,2.0,0.0,0.0,0.0
FUR16328493126,0.0,0.0,0.0,0.0,0.0,2203.0
FUR16328543095,0.0,0.0,0.0,0.0,647.99,1735.9599999999998
FUR16328654904,1675.06,0.0,0.0,0.0,0.0,0.0
FUR16328832670,211.09999999999997,0.0,0.0,0.0,0.0,0.0
FUR16328857162,0.0,0.0,0.0,0.0,0.0,882.99
FUR16328920366,0.0,0.0,0.0,0.0,0.0,2862.0
FUR16328944111,0.0,0.0,0.0,0.0,0.0,991.2
FUR16328969861,0.0,0.0,0.0,0.0,0.0,10563.92
FUR16328979322,2.42,0.0,0.0,0.0,0.0,0.0
FUR16329022426,0.0,0.0,0.0,0.0,0.0,2.0
FUR16329022756,0.0,0.0,0.0,0.0,0.0,3805.0
FUR16329037933,1186.6799999999998,0.0,0.0,0.0,0.0,0.0
FUR16329085328,1000.0,0.0,0.0,0.0,0.0,0.0
FUR16329092705,0.0,0.0,0.0,0.0,0.0,83.47
FUR16329093894,0.0,0.0,0.0,0.0,0.0,394.0
FUR16329098225,0.0,0.0,0.0,0.0,0.0,817.74
FUR16329132444,0.0,0.0,0.0,0.0,0.0,4.57
FUR16329158942,0.0,1301.0,0.0,0.0,0.0,0.0
FUR16329198828,0.0,0.0,0.0,0.0,0.0,111.37
FUR16329255321,0.0,0.0,0.0,0.0,0.0,789.0
FUR16329260671,0.0,0.0,0.0,0.0,0.0,1982.0
FUR16329290912,0.0,0.0,0.0,0.0,0.0,365.15
FUR16329344526,0.0,0.0,0.0,0.0,0.0,2435.76
FUR16329381944,0.0,1592.01,0.0,1590.6000000000004,0.0,0.0
FUR16329382706,1018.3299999999999,0.0,0.0,0.0,0.0,0.0
FUR16329489729,0.0,0.0,0.0,0.0,1063.18,3189.54
FUR16329592207,1799.5,0.0,0.0,0.0,0.0,0.0
FUR16329682505,0.0,0.0,0.0,0.0,0.0,1350.0
FUR16329723814,0.0,0.0,0.0,0.0,0.0,210.0
FUR16329740867,0.0,0.0,0.0,0.0,0.0,55.04
FUR16329777734,0.0,0.0,0.0,0.0,0.0,1022.0
FUR16329784261,646.31,0.0,0.0,0.0,0.0,0.0
FUR16329794253,0.0,0.0,0.0,0.0,0.0,42.78
FUR16329867744,1280.5000000000002,0.0,0.0,0.0,0.0,0.0
FUR16329881908,0.0,0.0,0.0,0.0,0.0,2982.56
FUR16329885172,3011.74,0.0,0.0,0.0,0.0,0.0
FUR16329968427,0.0,0.0,0.0,0.0,562.98,1260.21
FUR16329975834,0.0,0.0,0.0,0.0,0.0,32.65
FUR16329975906,0.0,0.0,0.0,0.0,0.0,333.71
FUR16329986677,0.0,0.0,0.0,0.0,0.0,210.0
FUR16329991010,0.0,0.0,0.0,0.0,0.0,14.54
FUR16330013772,2558.1499999999996,0.0,0.0,0.0,0.0,0.0
FUR16330020702,0.0,0.0,0.0,0.0,0.0,2.11
FUR16330028970,0.0,0.0,0.0,0.0,558.14,2790.65
FUR16330037603,0.0,0.0,0.0,0.0,0.0,11170.32
FUR16330081674,3878.66,655.8800000000003,0.0,0.0,0.0,0.0
FUR16330123009,587.86983602,311.23,311.23,311.23,311.23,2351.90016398
FUR16330146939,0.0,0.0,0.0,0.0,0.0,3183.0
FUR16330153846,1414.6499999999999,0.0,0.0,0.0,0.0,4871.320000000001
FUR16330172031,0.0,0.0,0.0,0.0,0.0,21.0
FUR16330197946,0.0,0.0,0.0,318.91,0.0,0.0
FUR16330223348,910.81016396,219.52983603999996,0.0,0.0,0.0,0.0
FUR16330225845,707.1760656,417.36,89.58393439999986,0.0,0.0,0.0
FUR16330247353,0.0,0.0,0.0,0.0,0.0,18605.08
FUR16330253926,0.0,0.0,0.0,0.0,0.0,86.41
FUR16330281091,0.0,0.0,0.0,0.0,0.0,1001.0
FUR16330282847,0.0,0.0,0.0,0.0,0.0,174203.931
FUR16330297370,3111.66,0.0,0.0,0.0,0.0,0.0
FUR16330359483,0.0,0.0,0.0,0.0,0.0,210.0
FUR16330368760,0.0,0.0,0.0,0.0,0.0,6950.0
FUR16330380618,0.0,0.0,1849.23,0.0,0.0,0.0
FUR16330549566,0.0,0.0,0.0,0.0,0.0,183.55
FUR16330596392,416.6,0.0,0.0,0.0,0.0,0.0
FUR16330656361,0.0,0.0,0.0,0.0,0.0,3535.0
FUR16330673710,0.0,0.0,0.0,0.0,0.0,210.0
FUR16330692422,0.0,0.0,0.0,0.0,0.0,3.0
FUR16330695031,0.0,0.0,0.0,0.0,0.0,82.24
FUR16330697025,0.0,0.0,0.0,0.0,0.0,715.45
FUR16330726612,0.0,0.0,0.0,0.0,0.0,849.0
FUR16330731853,0.0,0.0,0.0,0.0,0.0,5809.0
FUR16330756333,0.0,0.0,0.0,0.0,0.0,2.0
FUR16330760938,5945.31,0.0,0.0,0.0,0.0,0.0
FUR16330789499,1625.65,0.0,0.0,0.0,0.0,0.0
FUR16330823312,0.0,0.0,0.0,0.0,0.0,149.88
FUR16330825250,0.0,0.0,0.0,0.0,0.0,1068.0
FUR16330843847,0.0,0.0,0.0,0.0,0.0,527.27
FUR16330858619,0.0,0.0,0.0,0.0,0.0,619.0
FUR16330866502,2694.6668852,1303.42,586.5331147999996,0.0,0.0,0.0
FUR16330882886,0.0,0.0,0.0,0.0,0.0,179.02
FUR16330893971,0.0,0.0,0.0,0.0,0.0,12735.06
FUR16331016208,0.0,0.0,0.0,0.0,0.0,372.0
FUR16331029401,935.864918,649.18,410.3050820000001,0.0,0.0,0.0
FUR16331097239,722.4327869000001,604.94,240.33721309999987,0.0,0.0,0.0
FUR16331110173,66.56,0.0,0.0,0.0,0.0,0.0
FUR16331121933,0.0,0.0,0.0,0.0,0.0,514.82
FUR16331139576,0.0,0.0,0.0,3235.99,417.1100000000001,0.0
FUR16331177710,0.0,0.0,0.0,0.0,0.0,588.0
FUR16331192072,0.0,0.0,0.0,0.0,0.0,1473.0
FUR16331192633,0.0,0.0,0.0,0.0,0.0,1173.28
FUR16331245204,1393.66,0.0,0.0,0.0,0.0,0.0
FUR16331386319,0.0,0.0,0.0,758.76,1517.5100000000002,0.0
FUR16331435197,3407.2229508,97.37704919999987,0.0,0.0,0.0,0.0
FUR16331485441,3007.5852459,1695.5047541,0.0,0.0,0.0,0.0
FUR16331511508,0.0,0.0,0.0,0.0,0.0,449.0
FUR16331540576,0.0,0.0,0.0,0.0,0.0,2508.82
FUR16331543156,0.0,0.0,0.0,0.0,0.0,1286.0
FUR16331565934,0.0,0.0,0.0,0.0,0.0,266.0
FUR16331566640,0.0,0.0,0.0,0.0,0.0,352.1
FUR16331650013,0.0,0.0,0.0,0.0,0.0,3765.84
FUR16331661608,0.0,0.0,0.0,0.0,0.0,45.01
FUR16331665023,0.0,0.0,0.0,0.0,0.0,1385.14
FUR16331679895,0.0,2894.54,2894.3700000000003,0.0,0.0,0.0
FUR16331694471,0.0,0.0,0.0,0.0,0.0,929.84
FUR16331735470,0.0,0.0,0.0,0.0,0.0,796.5
FUR16331740611,0.0,0.0,0.0,0.0,0.0,280.0
FUR16331743754,0.0,0.0,0.0,0.0,0.0,2416.0
FUR16331781834,1208.82,0.0,604.39,604.39,1546.4700000000005,0.0
FUR16331810179,0.0,0.0,0.0,0.0,0.0,37.0
FUR16331833426,0.0,0.0,0.0,0.0,0.0,82.47
FUR16331836391,745.86,0.0,0.0,0.0,0.0,0.0
FUR16331843327,0.0,2175.0,2175.0,2175.0,2175.0,13049.0
FUR16331846200,0.0,0.0,0.0,0.0,2172.38,8689.32
FUR16331862899,0.0,0.0,0.0,0.0,0.0,646.96
FUR16331884420,0.0,0.0,0.0,0.0,1040.28,0.0
FUR16331915652,0.0,0.0,0.0,0.0,0.0,22304.48
FUR16331980555,0.0,0.0,0.0,0.0,0.0,936.0
FUR16332056046,0.0,0.0,0.0,0.0,0.0,191.49
FUR16332059128,0.0,0.0,0.0,0.0,0.0,104.23
FUR16332145112,0.0,0.0,2324.6,0.0,0.0,0.0
FUR16332333578,0.0,0.0,0.0,0.0,0.0,3515.16
FUR16332348981,0.0,0.0,0.0,0.0,0.0,991.96
FUR16332375426,30.43,0.0,0.0,0.0,0.0,0.0
FUR16332381103,0.0,0.0,0.0,0.0,0.0,142.88
FUR16332388885,1795.2799999999997,0.0,0.0,0.0,0.0,0.0
FUR16332391464,2171.2,0.0,0.0,0.0,0.0,0.0
FUR16332434868,0.0,0.0,0.0,0.0,0.0,211.0
FUR16332441327,0.0,2003.0099999999998,0.0,0.0,0.0,0.0
FUR16332446697,0.0,0.0,0.0,0.0,0.0,15442.0
FUR16332455105,0.0,0.0,0.0,0.0,0.0,290.08
FUR16332463560,209.22,0.0,0.0,0.0,0.0,0.0
FUR16332472744,0.0,0.0,0.0,0.0,0.0,823.99
FUR16332475254,0.0,0.0,0.0,0.0,0.0,971.8
FUR16332483875,1065.6099999999997,0.0,0.0,0.0,0.0,0.0
FUR16332495200,0.0,0.0,0.0,0.0,0.0,229.0
FUR16332511968,0.0,0.0,0.0,0.0,1535.4,701.7799999999997
FUR16332518672,4349.06,0.0,0.0,0.0,0.0,0.0
FUR16332526059,0.0,0.0,0.0,0.0,0.0,2555.0
FUR16332536464,0.0,0.0,0.0,0.0,0.0,2241.0
FUR16332538906,0.0,3294.99,3294.99,0.0,0.0,10907.420000000002
FUR16332585050,0.0,0.0,0.0,624.17,0.0,0.0
FUR16332595205,2059.0218033,2391.23,333.7381966999998,0.0,0.0,0.0
FUR16332597782,5790.2944262,3065.5,0.0,3065.5,3065.5,18621.845573799998
FUR16332623724,0.0,0.0,0.0,0.0,1573.51,1236.22
FUR16332626976,0.0,0.0,0.0,0.0,0.0,149.88
FUR16332630337,2053.2619672,1119.99,1119.99,155.7280327999997,0.0,0.0
FUR16332645182,2442.85,0.0,0.0,0.0,0.0,0.0
FUR16332664017,0.0,3138.8,3138.8,2956.12,7509.1,10637.46
FUR16332776395,0.0,0.0,0.0,0.0,2910.6,932.6600000000003
FUR16332785525,0.0,0.0,0.0,0.0,0.0,63.0
FUR16332792259,0.0,0.0,0.0,0.0,0.0,210.0
FUR16332810894,0.0,168.75,1545.72,0.0,0.0,0.0
FUR16332812469,0.0,0.0,0.0,0.0,0.0,2829.0
FUR16332844186,624.78868852,469.68999999999994,0.0,0.0,0.0,2915.52131148
FUR16332848498,0.0,0.0,0.0,0.0,0.0,1236.12
FUR16332855996,0.0,0.0,0.0,0.0,0.0,1110.0
FUR16332862919,1022.84,0.0,0.0,0.0,0.0,0.0
FUR16332874378,5537.5573771,1247.5926228999997,0.0,0.0,0.0,0.0
FUR16332958883,1394.76,0.0,0.0,0.0,0.0,0.0
FUR16333137129,0.0,0.0,0.0,0.0,0.0,1176.64
FUR16333171717,0.0,0.0,0.0,0.0,0.0,14312.98
FUR16333185049,0.0,0.0,0.0,0.0,0.0,15.38
FUR16333185418,0.0,0.0,0.0,0.0,0.0,786.0
FUR16333189767,0.0,0.0,0.0,0.0,0.0,128.89
FUR16333227139,0.0,0.0,0.0,0.0,0.0,12503.08
FUR16333240058,0.0,0.0,0.0,0.0,0.0,12703.06
FUR16333249123,0.0,0.0,0.0,0.0,0.0,1404.52
FUR16333256802,0.0,0.0,0.0,0.0,0.0,1270.0
FUR16333270713,0.0,0.0,0.0,0.0,0.0,276.16
FUR16333316295,0.0,0.0,0.0,0.0,0.0,15.52
FUR16333323963,0.0,0.0,0.0,0.0,0.0,501.0
FUR16333328497,0.0,0.0,0.0,0.0,0.0,205.16
FUR16333342450,0.0,0.0,0.0,0.0,0.0,444.83
FUR16333345162,932.4963934,588.99,588.99,304.49360659999957,0.0,0.0
FUR16333360058,0.0,0.0,0.0,0.0,0.0,228.74
FUR16333372727,0.0,0.0,0.0,0.0,0.0,7513.98
FUR16333374537,0.0,0.0,0.0,0.0,0.0,882.0
FUR16333419657,0.0,0.0,0.0,58.32,386.60999999999996,0.0
FUR16333425524,0.0,662.36,0.0,0.0,0.0,0.0
FUR16333439659,0.0,0.0,0.0,0.0,0.0,3715.03
FUR16333454199,0.0,0.0,0.0,0.0,0.0,1182.0
FUR16333466626,0.0,0.0,3349.56,2177.19,1674.76,2800.7999999999993
FUR16333546535,0.0,0.0,0.0,0.0,0.0,6955.0
FUR16333561945,0.0,0.0,0.0,0.0,1162.3000000000002,0.09999999999990905
FUR16333576877,5127.78,0.0,0.0,0.0,0.0,0.0
FUR16333587057,0.0,0.0,0.0,0.0,0.0,889.96
FUR16333626830,0.0,0.0,0.0,0.0,0.0,120.0
FUR16333638064,0.0,0.0,0.0,0.0,0.0,124.44
FUR16333640937,51.14,0.0,0.0,0.0,0.0,0.0
FUR16333647974,1194.6455738,672.01,672.01,672.01,9268.76,1775.674426200001
FUR16333670263,1247.3,0.0,0.0,0.0,0.0,0.0
FUR16333671373,2048.82,0.0,0.0,0.0,0.0,0.0
FUR16333741819,0.0,0.0,0.0,0.0,0.0,1119.0
FUR16333757011,0.0,0.0,0.0,0.0,0.0,6128.0
FUR16333795145,0.0,0.0,0.0,0.0,0.0,1742.0
FUR16333889703,0.0,0.0,0.0,0.0,0.0,5355.82
FUR16333963789,0.0,0.0,1708.99,1708.99,1708.99,18771.73
FUR16333986810,0.0,0.0,0.0,0.0,0.0,15.36
FUR16334050179,0.0,0.0,0.0,0.0,0.0,1355.86
FUR16334076928,752.3,0.0,0.0,0.0,0.0,0.0
FUR16334122405,873.53,0.0,0.0,0.0,0.0,0.0
FUR16334124095,0.0,0.0,0.0,0.0,0.0,188.3
FUR16334132256,1164.04,0.0,0.0,0.0,0.0,0.0
FUR16334144683,1585.2399999999998,0.0,0.0,0.0,0.0,0.0
FUR16334163461,0.0,0.0,0.0,0.0,0.0,942.0
FUR16334189609,0.0,0.0,0.0,0.0,0.0,1261.18
FUR16334190684,0.0,0.0,0.0,0.0,0.0,15207.88
FUR16334191974,0.0,0.0,0.0,0.0,3049.1900000000005,0.0
FUR16334194323,2541.61245908,1478.0300000000002,1478.03,1396.64,969.6375409199999,0.0
FUR16334248697,2932.401311,137.67868899999985,0.0,0.0,0.0,0.0
FUR16334261291,0.0,0.0,0.0,0.0,0.0,100.0
FUR16334312058,0.0,0.0,181.39,0.0,0.0,0.0
FUR16334324828,2435.6255737,1278.96,1278.88,1826.98,1278.88,4024.0544262999992
FUR16334331000,0.0,0.0,0.0,0.0,0.0,470.5
FUR16334349621,0.0,0.0,0.0,0.0,0.0,235.5
FUR16334372415,0.0,0.0,0.0,0.0,0.0,175.82
FUR16334388817,0.0,0.0,0.0,0.0,0.0,210.0
FUR16334444354,1613.61,0.0,0.0,0.0,0.0,0.0
FUR16334475246,0.0,0.0,0.0,0.0,0.0,191.5
FUR16334478103,0.0,0.0,0.0,0.0,0.0,2004.28
FUR16334484895,0.0,0.0,0.0,0.0,0.0,3243.01
FUR16334491477,2139.4700000000003,0.0,0.0,0.0,0.0,0.0
FUR16334517422,0.0,0.0,0.0,0.0,0.0,330.0
FUR16334533938,0.0,883.82,883.82,2.2737367544323206e-13,0.0,0.0
FUR16334545318,0.0,0.0,0.0,0.0,0.0,910.76
FUR16334555398,0.0,0.0,0.0,0.0,0.0,1161.3
FUR16334580468,0.0,0.0,0.0,0.0,0.0,831.23
FUR16334582730,0.0,0.0,0.0,0.0,0.0,58.74
FUR16334589523,0.0,0.0,0.0,0.0,0.0,719.0
FUR16334639657,2719.14,1529.57,601.29,0.0,0.0,0.0
FUR16334722949,0.0,0.0,0.0,0.0,0.0,1300.05
FUR16334814034,0.0,0.0,0.0,0.0,0.0,309.0
FUR16334854717,0.0,0.0,0.0,0.0,0.0,333.0
FUR16334859049,0.0,0.0,0.0,0.0,0.0,4971.0
FUR16334914447,0.0,0.0,0.0,0.0,0.0,473.0
FUR16334925915,0.0,0.0,0.0,0.0,0.0,29.0
FUR16334940138,2040.2200000000003,0.0,0.0,0.0,0.0,0.0
FUR16334945714,0.0,0.0,0.0,0.0,0.0,46.84
FUR16335067070,0.0,0.0,0.0,0.0,0.0,620.48
FUR16335071013,0.0,0.0,0.0,0.0,0.0,1034.0
FUR16335082377,598.8865574,1665.28,1065.3934426,0.0,0.0,0.0
FUR16335097117,0.0,0.0,0.0,0.0,0.0,9.76
FUR16335116330,0.0,0.0,0.0,0.0,0.0,884.0
FUR16335122925,613.3822951,339.73,339.73,339.73,339.73,536.8877049
FUR16335142568,0.0,0.0,0.0,0.0,0.0,63.65
FUR16335155702,0.0,0.0,0.0,0.0,0.0,170.26
FUR16335171240,0.0,0.0,0.0,0.0,2534.0,0.0
FUR16335181499,0.0,0.0,0.0,0.0,0.0,577.02
FUR16335182007,0.0,0.0,0.0,0.0,0.0,1801.0
FUR16335249306,920.07,0.0,0.0,0.0,0.0,0.0
FUR16335250565,0.0,0.0,0.0,0.0,0.0,868.48
FUR16335259359,0.0,0.0,0.0,0.0,0.0,71.57
FUR16335260090,0.0,0.0,0.0,0.0,0.0,225.0
FUR16335280642,0.0,0.0,0.0,0.0,0.0,63.22
FUR16335329006,882.96,0.0,0.0,0.0,0.0,0.0
FUR16335354377,0.0,0.0,0.0,0.0,0.0,1800.0
FUR16335368320,988.85,0.0,0.0,0.0,0.0,0.0
FUR16335417370,0.0,0.0,0.0,0.0,0.0,210.0
FUR16335417727,0.0,0.0,0.0,0.0,0.0,942.0
FUR16335420359,0.0,0.0,0.0,0.0,0.0,71613.85
FUR16335712617,0.0,0.0,0.0,0.0,0.0,528.99
FUR16335755375,280.66,0.0,0.0,0.0,0.0,0.0
FUR16335785514,460.9,0.0,0.0,0.0,0.0,0.0
FUR16335799385,0.0,0.0,0.0,0.0,0.0,12420.0
FUR16335815721,0.0,0.0,0.0,0.0,0.0,3183.0
FUR16335842555,0.0,0.0,0.0,0.0,0.0,3.0
FUR16335844323,0.0,0.0,0.0,0.0,0.0,20462.57
FUR16335850797,0.0,0.0,0.0,0.0,0.0,749.21
FUR16335887712,0.0,0.0,0.0,0.0,0.0,3.87
FUR16335918570,0.0,0.0,0.0,0.0,0.0,2024.31
FUR16335967707,0.0,0.0,0.0,0.0,0.0,11514.78
FUR16335972784,0.0,0.0,0.0,0.0,0.0,216.54
FUR16335977146,0.0,0.0,0.0,0.0,0.0,50.96
FUR16336011794,380.86,5.684341886080802e-14,0.0,0.0,0.0,0.0
FUR16336131253,1396.31,0.0,0.0,0.0,0.0,0.0
FUR16336148467,3090.9000000000005,0.0,0.0,0.0,0.0,0.0
FUR16336154319,0.0,0.0,0.0,0.0,0.0,127.74
FUR16336158697,0.0,0.0,0.0,0.0,0.0,1812.51
FUR16336161622,0.0,0.0,1355.99,0.0,0.0,9491.93
FUR16336172162,0.0,1353.97,236.94000000000005,0.0,0.0,0.0
FUR16336190365,0.0,0.0,0.0,0.0,0.0,250.4
FUR16336258949,0.0,0.0,0.0,0.0,0.0,14.54
FUR16336272808,0.0,0.0,0.0,0.0,0.0,4600.98
FUR16336331147,0.0,0.0,0.0,0.0,0.0,1862.04
FUR16336345436,0.0,0.0,0.0,0.0,0.0,14971.14
FUR16336623661,0.0,0.0,0.0,0.0,0.0,558.14
FUR16336650769,0.0,0.0,0.0,0.0,0.0,294.0
FUR16336698164,0.0,0.0,0.0,0.0,0.0,976.0
FUR16336720729,0.0,0.0,0.0,0.0,0.0,1736.96
FUR16336729327,1030.6898361,588.99,588.99,588.99,588.99,1358.3301638999992
FUR16336741435,0.0,0.0,0.0,0.0,0.0,294.0
FUR16336770798,0.0,0.0,0.0,0.0,0.0,296.0
FUR16336792999,0.0,0.0,0.0,0.0,0.0,406.0
FUR16336819267,0.0,0.0,0.0,0.0,0.0,1647.97
FUR16336873199,258.42,0.0,0.0,0.0,0.0,0.0
FUR16336920821,0.0,0.0,0.0,0.0,0.0,6015.86
FUR16336922423,3223.6999999999994,0.0,0.0,0.0,0.0,0.0
FUR16336923069,1408.54,0.0,0.0,0.0,0.0,0.0
FUR16336923391,0.0,0.0,0.0,0.0,0.0,320.0
FUR16336956688,94.83,0.0,0.0,0.0,0.0,0.0
FUR16336981685,1795.96,0.0,0.0,0.0,0.0,0.0
FUR16337026120,781.96,0.0,0.0,0.0,0.0,0.0
FUR16337080436,0.0,0.0,0.0,0.0,682.04,0.0
FUR16337175075,0.0,0.0,0.0,0.0,0.0,1.02
FUR16337187765,1251.4,0.0,0.0,0.0,0.0,0.0
FUR16337217925,0.0,0.0,0.0,0.0,0.0,480.93
FUR16337265083,754.02,0.0,0.0,0.0,0.0,0.0
FUR16337360967,0.0,0.0,0.0,0.0,0.0,204.0
FUR16337448144,0.0,0.0,0.0,0.0,0.0,229.0
FUR16337521351,0.0,0.0,0.0,0.0,0.0,4442.7
FUR16337561780,0.0,0.0,0.0,0.0,0.0,22.98
FUR16337574626,110.83,0.0,0.0,0.0,0.0,0.0
FUR16337591232,0.0,0.0,0.0,0.0,0.0,3724.07
FUR16337678395,581.24,0.0,0.0,0.0,0.0,0.0
FUR16337728783,0.0,0.0,0.0,0.0,0.0,1391.0
FUR16337773304,110.98,0.0,0.0,0.0,0.0,0.0
FUR16337797541,0.0,0.0,0.0,0.0,0.0,2694.0
FUR16337831193,0.0,0.0,0.0,0.0,3.8,0.0
FUR16337860978,0.0,0.0,0.0,0.0,0.0,269.0
FUR16337865124,0.0,0.0,0.0,0.0,0.0,210.0
FUR16337887251,6170.047541,3536.142459000001,0.0,0.0,0.0,0.0
FUR16337920262,169.31,0.0,0.0,0.0,0.0,0.0
FUR16337927921,0.0,0.0,0.0,0.0,0.0,210.0
FUR16337939685,185.64000000000001,0.0,0.0,0.0,0.0,0.0
FUR16337981293,0.0,0.0,0.0,0.0,0.0,99.0
FUR16338055901,0.0,0.0,0.0,299.2,598.4,15447.71
FUR16338075256,0.0,0.0,0.0,0.0,0.0,769.69
FUR16338087441,0.0,0.0,0.0,0.0,0.0,16430.0
FUR16338368475,2861.7000000000003,0.0,0.0,2907.67,1765.4100000000003,0.0
FUR16338423156,428.62999999999994,0.0,0.0,0.0,0.0,0.0
FUR16338447590,0.0,0.0,0.0,0.0,0.0,14717.0
FUR16338494256,0.0,0.0,0.0,0.0,0.0,588.0
FUR16338494823,0.0,0.0,0.0,0.0,0.0,3963.0
FUR16338496918,0.0,0.0,0.0,0.0,0.0,2036.0
FUR16338531496,768.02,0.0,0.0,0.0,0.0,0.0
FUR16338531822,0.0,0.0,0.0,0.0,0.0,86.99
FUR16338547983,0.0,0.0,0.0,0.0,0.0,126.2
FUR16338552015,0.0,0.0,0.0,0.0,0.0,436.5
FUR16338558589,1077.68,0.0,0.0,0.0,0.0,0.0
FUR16338580003,0.0,0.0,0.0,0.0,0.0,1756.0
FUR16338595018,2221.92,0.0,0.0,0.0,0.0,0.0
FUR16338637530,0.0,0.0,0.0,0.0,0.0,41.8
FUR16338658082,0.0,0.0,0.0,0.0,0.0,367.06
FUR16338665048,0.0,0.0,0.0,0.0,0.0,367.87
FUR16338694091,0.0,0.0,0.0,0.0,0.0,1590.0
FUR16338719901,0.0,0.0,0.0,0.0,0.0,584.28
FUR16338746441,470.24,0.0,0.0,0.0,0.0,0.0
FUR16338753793,0.0,0.0,0.0,0.0,0.0,403.0
FUR16338755797,458.74,0.0,0.0,0.0,0.0,0.0
FUR16338760067,0.0,0.0,0.0,0.0,0.0,320.0
FUR16338772242,0.0,0.0,0.0,0.0,0.0,460.0
FUR16338779841,0.0,0.0,0.0,0.0,0.0,3745.0
FUR16338793227,0.0,0.0,0.0,0.0,0.0,10110.0
FUR16338819454,0.0,0.0,0.0,0.0,0.0,3622.96
FUR16338833457,0.0,0.0,0.0,0.0,0.0,4123.92
FUR16338863523,0.0,0.0,0.0,0.0,0.0,580.68
FUR16338864711,0.0,0.0,0.0,0.0,0.0,78.47
FUR16338893730,2993.74,0.0,0.0,0.0,0.0,0.0
