FurID,ZeroTo30,ThirtyOneToSixty,SixtyOneToNinety,NinetyOneToOneTwenty,OneTwentyOneToOneEighty,MoreThanOneEighty
FUR14693743942,0.0,0.0,0.0,0.0,0.0,898.12
FUR14693772748,0.0,0.0,0.0,0.0,0.0,20392.0
FUR14694325469,463.69704920000004,262.82,262.78,262.78,262.78,30.9029508000001
FUR14694544830,0.0,0.0,0.0,0.0,0.0,21.0
FUR14695376366,0.0,0.0,0.0,0.0,0.0,17.38
FUR14697175648,0.0,0.0,0.0,0.0,0.0,3.64
FUR14697761595,1105.367705,394.94229499999983,0.0,0.0,0.0,0.0
FUR14697767284,0.0,0.0,0.0,0.0,0.0,11498.0
FUR14698442133,0.0,0.0,0.0,0.0,0.0,2983.0
FUR14698717457,13558.200000000003,0.0,0.0,0.0,0.0,0.0
FUR14700637759,218.33245902,157.22,209.63,178.2,3582.2675409799995,0.0
FUR14700765528,1580.02,0.0,0.0,0.0,0.0,0.0
FUR14701365226,0.0,42.48,0.0,0.0,0.0,0.0
FUR14702278252,0.0,0.0,0.0,0.0,0.0,14244.0
FUR14702416114,0.0,0.0,0.0,0.0,0.0,1238.0
FUR14705667610,0.0,0.0,0.0,0.0,0.0,311.52
FUR14706613511,0.0,0.0,0.0,0.0,0.0,385.0
FUR14708369009,0.0,0.0,0.0,0.0,0.0,131.72
FUR14709820360,0.0,0.0,0.0,0.0,0.0,90.12
FUR14711972041,0.0,0.0,0.0,0.0,0.0,261.11
FUR14712485181,0.0,0.0,0.0,0.0,0.0,5890.0
FUR14712532651,450.18,0.0,0.0,0.0,0.0,0.0
FUR14712648549,426.92,0.0,0.0,0.0,0.0,0.0
FUR14712769588,0.0,0.0,0.0,0.0,0.0,64.41
FUR14713271087,1162.2999999999997,0.0,0.0,0.0,0.0,0.0
FUR14713615521,0.0,0.0,0.0,0.0,0.0,118.97
FUR14714268625,0.0,0.0,0.0,0.0,0.0,85.47
FUR14715334376,0.0,0.0,0.0,0.0,0.0,213.51
FUR14715715357,0.0,0.0,0.0,0.0,0.0,46.07
FUR14717773278,0.0,0.0,0.0,0.0,0.0,86.44
FUR14717932816,2902.5399999999995,0.0,0.0,0.0,0.0,0.0
FUR14718580356,1233.91999999,954.76,954.76,954.76,954.76,3667.04000001
FUR14719451279,0.0,0.0,0.0,0.0,0.0,55.85
FUR14719489526,0.0,0.0,0.0,0.0,0.0,110.16
FUR14721889188,3439.3296722,864.7903278000003,0.0,0.0,0.0,0.0
FUR14722197390,2774.5199999999995,0.0,0.0,0.0,0.0,0.0
FUR14722848585,0.0,0.0,0.0,0.0,0.0,2497.82
FUR14723781625,0.0,0.0,0.0,0.0,0.0,6496.0
FUR14724179575,0.0,0.0,0.0,0.0,0.0,124.22
FUR14725432698,0.0,0.0,0.0,0.0,0.0,556.96
FUR14725732595,0.0,0.0,0.0,0.0,0.0,4774.0
FUR14726497500,0.0,0.0,0.0,0.0,0.0,8507.08
FUR14726594214,0.0,0.0,0.0,0.0,0.0,1245.0
FUR14727310396,0.0,0.0,0.0,0.0,2843.44,1240.96
FUR14727539385,0.0,0.0,0.0,0.0,0.0,138.37
FUR14727879936,0.0,0.0,0.0,0.0,0.0,1740.0
FUR14729737047,0.0,0.0,0.0,0.0,0.0,499.95
FUR14730977424,0.0,0.0,0.0,0.0,0.0,150.23
FUR14734038492,0.0,0.0,0.0,0.0,0.0,1410.0
FUR14734840038,0.0,0.0,0.0,0.0,0.0,7838.0
FUR14734980722,2835.3544262,1041.3055738000003,0.0,0.0,0.0,0.0
FUR14735221710,0.0,0.0,0.0,0.0,0.0,1286.0
FUR14736459907,0.0,0.0,0.0,0.0,0.0,8.94
FUR14736823349,0.0,0.0,0.0,0.0,0.0,50.05
FUR14737039293,0.0,0.0,0.0,0.0,2787.16,18427.59
FUR14738492900,0.0,0.0,0.0,0.0,0.0,744.58
FUR14738530110,0.0,0.0,0.0,0.0,0.0,568.34
FUR14738760590,0.0,0.0,0.0,0.0,0.0,67.26
FUR14739375225,0.0,0.0,0.0,0.0,0.0,23.0
FUR14739610436,0.0,0.0,0.0,0.0,1518.55,723.49
FUR14740441913,0.0,0.0,0.0,0.0,0.0,4270.0
FUR14741937947,0.0,0.0,0.0,0.0,0.0,20.54
FUR14742912719,0.0,0.0,0.0,0.0,0.0,6530.0
FUR14743024854,0.0,0.0,0.0,0.0,0.0,233.31
FUR14745214525,3101.7499999999995,0.0,0.0,0.0,0.0,0.0
FUR14745647278,1725.78,0.0,0.0,0.0,0.0,0.0
FUR14746676856,0.0,0.0,0.0,0.0,0.0,33.76
FUR14747355938,0.0,0.0,0.0,0.0,0.0,7630.0
FUR14747955099,0.0,0.0,0.0,0.0,591.52,80.02999999999997
FUR14748155056,0.0,0.0,0.0,0.0,0.0,8.0
FUR14749755087,0.0,0.0,0.0,0.0,0.0,14998.0
FUR14750672078,0.0,0.0,0.0,0.0,3533.67,0.01999999999998181
FUR14750752131,0.0,0.0,0.0,0.0,0.0,12653.08
FUR14752369558,1991.76,0.0,0.0,0.0,0.0,0.0
FUR14752440827,0.0,0.0,0.0,0.0,0.0,19.94
FUR14752564097,0.0,0.0,0.0,0.0,0.0,11547.0
FUR14753118023,0.0,0.0,0.0,2160.48,0.0,0.0
FUR14753138979,0.0,0.0,0.0,0.0,0.0,65.37
FUR14753173515,0.0,0.0,0.0,0.0,0.0,2074.0
FUR14753293951,0.0,0.0,0.0,0.0,0.0,656.0
FUR14753848160,0.0,0.0,0.0,0.0,0.0,284.38
FUR14753979663,0.0,924.6499999999999,0.0,0.0,0.0,0.0
FUR14754222229,0.0,0.0,0.0,0.0,0.0,3009.0
FUR14754240516,0.0,0.0,0.0,0.0,0.0,453.73
FUR14754866246,2762.9000000000005,0.0,0.0,0.0,0.0,0.0
FUR14755091130,0.0,0.0,0.0,0.0,0.0,10400.0
FUR14755657516,0.0,0.0,0.0,0.0,0.0,5441.0
